iter,alpha,mu,phi,merit,eq_norm,ineq_norm,comp_inf,dual_inf,accept_code,linsys
36,1.0,1e-08,1.2966317872751742e-05,0.00017244721474916672,1.6077750900496214e-08,1.2950240121851246e-05,3.618641715724765e-12,1.2407054283969116e-09,1,6.0733966201188334e-21
37,1.0,1e-08,1.279355276792338e-05,0.00017228659385640972,1.5865049615904046e-08,1.2777687718307476e-05,3.3932543997836313e-12,1.2079429948837076e-09,1,5.2399409143813565e-21
38,1.0,1e-08,1.2623260815778657e-05,0.00017212848317740826,1.5655337050437002e-08,1.260760547872822e-05,3.185705521521178e-12,1.1760791509499852e-09,1,8.615508092932166e-21
39,1.0,1e-08,1.245539327055247e-05,0.00017197282857533527,1.5448561697846573e-08,1.2439944708854622e-05,2.994248281529029e-12,1.1450888072223487e-09,1,7.679915565260217e-21
40,1.0,1e-08,1.22899035448401e-05,0.00017181957825906534,1.5244672318235337e-08,1.2274658872521864e-05,2.8173405513603604e-12,1.1149411681849212e-09,1,4.988162132226233e-21
41,1.0,1e-08,1.212674701259689e-05,0.00017166868258076696,1.5043618600050028e-08,1.211170339399684e-05,2.6536170123661446e-12,1.085614898663407e-09,1,4.7885216135897765e-21
42,1.0,1e-08,1.1965880836467106e-05,0.00017152009385837703,1.4845351324917899e-08,1.1951035485142188e-05,2.501865597687e-12,1.0570757028900831e-09,1,8.342148435215367e-21
43,1.0,1e-08,1.1807263816127087e-05,0.00017137376621922094,1.46498224960443e-08,1.1792613993631042e-05,2.361007501020502e-12,1.0292985443193046e-09,1,5.741465200277486e-21
44,1.0,1e-08,1.1650856254580775e-05,0.00017122965546177658,1.445698537667389e-08,1.1636399269204101e-05,2.2300801446471565e-12,1.002284029358899e-09,1,5.277872213334398e-21
45,1.0,1e-08,1.1496619840038591e-05,0.00017108771893321607,1.4266794665356502e-08,1.1482353045373234e-05,2.108222622413166e-12,9.759766646114457e-10,1,6.300525693013909e-21
46,1.0,1e-08,1.1344517540730181e-05,0.0001709479154199611,1.4079206214351648e-08,1.133043833451583e-05,1.994663213654296e-12,9.503930837440446e-10,1,4.051421495689524e-21
47,1.0,1e-08,1.119451351171593e-05,0.00017081020505032652,1.3894177236005422e-08,1.1180619334479926e-05,1.8887086408309585e-12,9.254846112020064e-10,1,5.240098396677413e-21
48,1.0,1e-08,1.1046573011410945e-05,0.00017067454920692595,1.3711666148742445e-08,1.1032861345262202e-05,1.7897347972783729e-12,9.01240491930173e-10,1,3.592110811275758e-21
49,1.0,1e-08,1.0900662326855947e-05,0.00017054091044796637,1.3531632439253461e-08,1.0887130694416694e-05,1.6971787224485504e-12,8.776333572098165e-10,1,6.4670554022516465e-21
50,1.0,1e-08,1.0756748706950672e-05,0.0001704092524364926,1.335403684712291e-08,1.074339467010355e-05,1.6105316350843062e-12,8.54671002224164e-10,1,4.0866462340841275e-21
51,1.0,1e-08,1.061480030186781e-05,0.00017027953987595724,1.3178841024021248e-08,1.0601621460843789e-05,1.5293328696824995e-12,8.323053469030169e-10,1,2.7380609519915385e-21
52,1.0,1e-08,1.0474786108803019e-05,0.00017015173845211345,1.3006007651525575e-08,1.0461780101151493e-05,1.4531645849652775e-12,8.105461908077113e-10,1,4.577859644532151e-21
53,1.0,1e-08,1.0336675922864731e-05,0.00017002581478017491,1.2835500509968305e-08,1.0323840422354763e-05,1.381647135150875e-12,7.893537032506708e-10,1,3.007886410196517e-21
54,1.0,1e-08,1.0200440292003872e-05,0.00016990173635612598,1.266728398111026e-08,1.0187773008022763e-05,1.3144350094657462e-12,7.687325043019555e-10,1,6.97744643965367e-21
55,1.0,1e-08,1.0066050476899802e-05,0.00016977947151286462,1.2501323520475693e-08,1.0053549153379325e-05,1.2512132638528704e-12,7.486497704997349e-10,1,4.2292335029393295e-21
56,1.0,1e-08,9.93347841376261e-06,0.00016965898937960428,1.23375853693683e-08,9.921140828393242e-06,1.191694376943097e-12,7.29097911412362e-10,1,3.088596700515643e-21
57,1.0,1e-08,9.802696680427143e-06,0.0001695402598444406,1.2176036389464018e-08,9.790520644037678e-06,1.1356154740896057e-12,7.100732976459594e-10,1,7.072794822919025e-21
58,1.0,1e-08,9.673678465733063e-06,0.00016942325352031925,1.2016644368235576e-08,9.661661821364828e-06,1.0827358717350484e-12,6.915350990005205e-10,1,2.601018732859269e-21
59,1.0,1e-08,9.546397540873e-06,0.00016930794171312547,1.1859377656136412e-08,9.534538163216863e-06,1.0328348997642381e-12,6.734925163409417e-10,1,7.18300491307457e-21
60,1.0,1e-08,9.420828233444153e-06,0.00016919429639242523,1.1704205307730298e-08,9.409124028136424e-06,9.85709967830381e-13,6.559286284154968e-10,1,4.804432806826378e-21
61,1.0,1e-08,9.296945403328548e-06,0.00016908229016422246,1.1551096969190396e-08,9.285394306359358e-06,9.411748436433408e-13,6.388301863685057e-10,1,5.962399573249241e-21
62,1.0,1e-08,9.174724420698547e-06,0.00016897189624580765,1.1400023053047343e-08,9.163324397645499e-06,8.990581189096463e-13,6.221778079448358e-10,1,2.435999199077426e-21
63,1.0,1e-08,9.054141145128701e-06,0.0001688630884419157,1.125095434572088e-08,9.04289019078298e-06,8.592018382261991e-13,6.05957197396742e-10,1,4.1136824297018634e-21
64,1.0,1e-08,8.935171906934937e-06,0.00016875584112302435,1.1103862391302147e-08,8.924068044543635e-06,8.214602726846951e-13,5.901660044720699e-10,1,5.116713839787754e-21
65,1.0,1e-08,8.817793489141335e-06,0.0001686501292045237,1.095871909814858e-08,8.806834770043187e-06,7.856988215319826e-13,5.747900891822687e-10,1,7.283873795541978e-21
66,1.0,1e-08,8.701983111267865e-06,0.00016854592812757922,1.0815496996495366e-08,8.69116761427137e-06,7.517930248140978e-13,5.598192643772783e-10,1,7.201301960288102e-21
67,1.0,1e-08,8.587718413949553e-06,0.00016844321384110484,1.067416917767599e-08,8.577044244771878e-06,7.196276767844234e-13,5.452388815506241e-10,1,3.0497375267779006e-21
68,1.0,1e-08,8.474977444325877e-06,0.0001683419627844412,1.0534708998542726e-08,8.464442735327335e-06,6.890960276548009e-13,5.310348364924271e-10,1,2.884996128529196e-21
69,1.0,1e-08,8.363738643036468e-06,0.0001682421518716971,1.0397090507474514e-08,8.353341552528994e-06,6.600990629805915e-13,5.17214707626795e-10,1,5.979853781927763e-21
70,1.0,1e-08,8.253980831355004e-06,0.00016814375847641182,1.0261288126109972e-08,8.243719543228894e-06,6.325448535651278e-13,5.037559995746876e-10,1,4.912627725703932e-21
71,1.0,1e-08,8.14568319943104e-06,0.00016804676041728552,1.0127276709089283e-08,8.13555592272195e-06,6.063479675343883e-13,4.906478377476571e-10,1,3.1065534707055943e-21
72,1.0,1e-08,8.038825295214696e-06,0.00016795113594465533,9.995031568316793e-09,8.02883026364638e-06,5.814289379690887e-13,4.778776596306563e-10,1,4.823838619573225e-21
73,1.0,1e-08,7.933387013818858e-06,0.00016785686372758346,9.864528304040646e-09,7.923522485514818e-06,5.577137800046789e-13,4.654408284975693e-10,1,3.0235162646528266e-21
74,1.0,1e-08,7.82934858796348e-06,0.00016776392284193584,9.735743131960233e-09,7.819612844831519e-06,5.351335523330777e-13,4.5333370946574504e-10,1,3.2368720287469117e-21
75,1.0,1e-08,7.726690578238215e-06,0.00016767229275848068,9.608652469679754e-09,7.717081925768535e-06,5.136239594336982e-13,4.415444161963737e-10,1,4.7840655532261386e-21
76,1.0,1e-08,7.625393864544522e-06,0.00016758195333212427,9.483233235149263e-09,7.615910631309373e-06,4.931249882487336e-13,4.300567193213454e-10,1,2.8609374535311606e-21
77,1.0,1e-08,7.5254396374578066e-06,0.00016749288479116778,9.3594625829725e-09,7.5160801748748345e-06,4.735805788935245e-13,4.188778708114939e-10,1,3.659734238339738e-21
78,1.0,1e-08,7.426809390554547e-06,0.00016740506772755802,9.237318201357998e-09,7.4175720723531884e-06,4.549383218412879e-13,4.0798544764472124e-10,1,5.808830282468932e-21
79,1.0,1e-08,7.329484912527838e-06,0.00016731848308710115,9.11677798530067e-09,7.320368134542537e-06,4.371491842150245e-13,3.973729697614829e-10,1,4.49830460785209e-21
80,1.0,1e-08,7.2334482801936655e-06,0.0001672331121603802,8.997820256899499e-09,7.224450459936766e-06,4.2016725738248e-13,3.870515358412631e-10,1,4.423166265001519e-21
81,1.0,1e-08,7.138681851479038e-06,0.00016714893657399706,8.880423627130226e-09,7.129801427851908e-06,4.03949526532709e-13,3.76993029689251e-10,1,1.8312471589560793e-21
82,1.0,1e-08,7.045168258913845e-06,0.0001670659382821159,8.764567046444546e-09,7.036403691867401e-06,3.884556606102253e-13,3.671914143457775e-10,1,3.489773210747407e-21
83,1.0,1e-08,6.952890403336276e-06,0.00016698409955844486,8.650229785013296e-09,6.944240173551263e-06,3.7364781828529007e-13,3.5765035774810734e-10,1,3.858803882635168e-21
84,1.0,1e-08,6.8618314478969125e-06,0.00016690340298848537,8.537391440434803e-09,6.853294056456478e-06,3.594904700220748e-13,3.483505505672566e-10,1,6.10126875702012e-21
85,1.0,1e-08,6.771974812237501e-06,0.0001668238314620038,8.426031862322572e-09,6.763548780375178e-06,3.459502356048511e-13,3.392988728520563e-10,1,4.3474468698994486e-21
86,1.0,1e-08,6.683304167092839e-06,0.00016674536816603573,8.316131280492562e-09,6.6749880358123465e-06,3.329957338908594e-13,3.304912549547843e-10,1,2.731000992968823e-21
87,1.0,1e-08,6.59580342885285e-06,0.0001666679965778149,8.20767016137728e-09,6.587595758691473e-06,3.2059744425775405e-13,3.219077259798437e-10,1,1.9822006606956914e-21
88,1.0,1e-08,6.50945675450676e-06,0.00016659170045817405,8.10062925038355e-09,6.501356125256377e-06,3.087275801076062e-13,3.1354530897911934e-10,1,2.0074918339287338e-21
89,1.0,1e-08,6.424248536753692e-06,0.00016651646384516466,7.99498957836853e-09,6.416253547175323e-06,2.9735997039561205e-13,3.0539416941220265e-10,1,2.9405957923672968e-21
90,1.0,1e-08,6.34016339933947e-06,0.00016644227104790744,7.890732534121794e-09,6.332272666805349e-06,2.864699520964665e-13,2.9746168302515787e-10,1,2.4263927749486034e-21
91,1.0,1e-08,6.257186192296971e-06,0.00016636910664044222,7.787839639417087e-09,6.249398352657554e-06,2.7603426975666793e-13,2.8974409919675214e-10,1,4.341554335057346e-21
92,1.0,1e-08,6.17530198776734e-06,0.00016629695545615,7.686292788706712e-09,6.1676156949786335e-06,2.660309832651794e-13,2.822201628887829e-10,1,3.821839343227835e-21
93,1.0,1e-08,6.0944960755841555e-06,0.0001662258025819707,7.586074058930413e-09,6.086910001525225e-06,2.564393816795556e-13,2.748835004019387e-10,1,3.499337904363472e-21
94,1.0,1e-08,6.014753959318088e-06,0.00016615563335319768,7.4871658757583e-09,6.007266793442329e-06,2.472399046228481e-13,2.677438425726904e-10,1,2.6032766611239593e-21
95,1.0,1e-08,5.936061352081708e-06,0.00016608643334799607,7.389550770080874e-09,5.928671801311628e-06,2.384140678732012e-13,2.607919589374223e-10,1,2.2845525014605944e-21
96,1.0,1e-08,5.8584041729452456e-06,0.00016601818838256154,7.293211666718565e-09,5.851110961278527e-06,2.299443962271372e-13,2.540228662454517e-10,1,3.1471934206070637e-21
97,1.0,1e-08,5.781768543006869e-06,0.0001659508845060378,7.198131661404257e-09,5.774570411345464e-06,2.218143597611775e-13,2.4743043037904217e-10,1,3.625075465724405e-21
98,1.0,1e-08,5.706140781845545e-06,0.00016588450799580643,7.1042940961477295e-09,5.699036487749397e-06,2.14008314839305e-13,2.41006991626028e-10,1,2.5567557318997467e-21
99,1.0,1e-08,5.631507403989055e-06,0.0001658190453528126,7.0116825355060635e-09,5.624495721453549e-06,2.0651144982196825e-13,2.34748019891577e-10,1,2.7292268855992515e-21
100,1.0,1e-08,5.557855115460221e-06,0.00016575448329703285,6.920280719587773e-09,5.5509348347406325e-06,1.9930973414157799e-13,2.2865487587652063e-10,1,2.896081903983447e-21
101,1.0,1e-08,5.485170810748367e-06,0.00016569080876336652,6.830072853938513e-09,5.478340737894429e-06,1.9238987140345293e-13,2.2272820179446325e-10,1,2.678143899568102e-21
102,1.0,1e-08,5.413441568981413e-06,0.00016562800889688325,6.74104298355034e-09,5.406700525997863e-06,1.8573925484111005e-13,2.1694082847408674e-10,1,1.4013573590356772e-21
103,1.0,1e-08,5.342654651480705e-06,0.0001655660710491775,6.653175707321436e-09,5.336001475773384e-06,1.7934592643798118e-13,2.113084934893955e-10,1,2.163599386815159e-21
104,1.0,1e-08,5.272797498155914e-06,0.00016550498277403524,6.5664555913696586e-09,5.266231042564544e-06,1.7319853901807693e-13,2.0583404989130138e-10,1,4.5850491030025765e-21
105,1.0,1e-08,5.20385772500746e-06,0.00016544473182378432,6.480867681726604e-09,5.197376857325733e-06,1.6728631978020105e-13,2.0049018703365527e-10,1,1.4468609129539086e-21
106,1.0,1e-08,5.135823120689436e-06,0.00016538530614514885,6.396396915417799e-09,5.129426723774018e-06,1.6159948888039733e-13,1.9528478024932999e-10,1,2.1475269175644074e-21
107,1.0,1e-08,5.068681644220208e-06,0.00016532669387589666,6.313028703651035e-09,5.062368615516557e-06,1.5618757413970306e-13,1.9021170658787157e-10,1,1.940785709214423e-21
108,1.0,1e-08,5.002421421825194e-06,0.00016526888334093354,6.230748490274229e-09,4.99619067333492e-06,1.5097738959379778e-13,1.852771350241162e-10,1,1.734583992823197e-21
109,1.0,1e-08,4.937030744445899e-06,0.00016521186304897627,6.149541971269587e-09,4.93088120247463e-06,1.4596040256619027e-13,1.8047409935581776e-10,1,2.3663633194926378e-21
110,1.0,1e-08,4.8724980650994845e-06,0.00016515562168904963,6.069395075663915e-09,4.866428670023821e-06,1.4112849340901854e-13,1.757889074918955e-10,1,4.047797352584495e-21
111,1.0,1e-08,4.808811996229236e-06,0.00016510014812714068,5.9902938697920196e-09,4.8028217023594445e-06,1.3647393308144517e-13,1.7123114963424595e-10,1,2.1338252672475614e-21
112,1.0,1e-08,4.745961307204833e-06,0.0001650454314028462,5.912224578614452e-09,4.7400490826262185e-06,1.3198936151887644e-13,1.667906302166896e-10,1,2.3634512484231594e-21
113,1.0,1e-08,4.6839349220597645e-06,0.00016499146072647996,5.835173770890896e-09,4.6780997482888735e-06,1.2766776728175694e-13,1.6246675513709348e-10,1,1.569416344636503e-21
114,1.0,1e-08,4.622721916705081e-06,0.0001649382254755104,5.759127951290348e-09,4.616962788753791e-06,1.2350246923608318e-13,1.5824929128877788e-10,1,2.1686048411277056e-21
115,1.0,1e-08,4.562311517041656e-06,0.0001648857151919698,5.684074047880362e-09,4.556627442993775e-06,1.1948709816745425e-13,1.5414100921486932e-10,1,3.6817549206177644e-21
116,1.0,1e-08,4.502693096311668e-06,0.00016483391957921738,5.60999902865385e-09,4.497083097283014e-06,1.1561558080401603e-13,1.5014668008255308e-10,1,2.0760300836682503e-21
117,1.0,1e-08,4.443856172913166e-06,0.00016478282849905707,5.536889981251744e-09,4.438319282931914e-06,1.1188212372350185e-13,1.462502329527618e-10,1,2.4931196701051623e-21
118,1.0,1e-08,4.385790408473425e-06,0.0001647324319691369,5.464734385805129e-09,4.38032567408762e-06,1.0828119886252642e-13,1.4245464073495747e-10,1,2.288628956526386e-21
119,1.0,1e-08,4.271931704334491e-06,0.0001646336833919322,5.323233471643001e-09,4.266608470862848e-06,1.014560772532e-13,1.3515555246702317e-10,1,2.2889045952614555e-21
