iter,alpha,mu,phi,merit,eq_norm,ineq_norm,comp_inf,dual_inf,accept_code,linsys
30,1.0,1e-08,1.6960403709532086e-05,0.0001431913947317965,2.0383318723937395e-08,1.694002039080815e-05,5.77906098713945e-10,2.1438912136458738e-09,1,4.108622232635233e-21
31,1.0,1e-08,1.6731394610335734e-05,0.00014297757853424256,2.0110822925783294e-08,1.671128378740995e-05,5.782373148102328e-10,2.0865829339963143e-09,1,5.203677995218282e-21
32,1.0,1e-08,1.6505816279267326e-05,0.00014276733097545204,1.9842427540546166e-08,1.648597385172678e-05,5.779185015528801e-10,2.0308906212556516e-09,1,5.482762574975023e-21
33,1.0,1e-08,1.6283585331446865e-05,0.00014256055845130545,1.9578025141268327e-08,1.6264007306305597e-05,5.76996174330001e-10,1.976751198493054e-09,1,1.1491196144050115e-20
34,1.0,1e-08,1.6064623882231342e-05,0.00014235717316664196,1.9317516201744255e-08,1.6045306366029598e-05,5.75513803566765e-10,1.9241191634509613e-09,1,7.123404673348071e-21
35,1.0,1e-08,1.5848858863175408e-05,0.0001421570924484383,1.9060807780661116e-08,1.582979805539475e-05,5.735120858648692e-10,1.872929179585689e-09,1,7.16152416555322e-21
36,1.0,1e-08,1.563622144647774e-05,0.00014196023816641037,1.8807812948746015e-08,1.5617413633528995e-05,5.710291765528678e-10,1.8231643045306736e-09,1,6.42862647746159e-21
37,1.0,1e-08,1.542664655735392e-05,0.0001417665362411431,1.8558449908764845e-08,1.5408088107445153e-05,5.681008911716228e-10,1.7747644730654313e-09,1,5.981021683599937e-21
38,1.0,1e-08,1.5220072459444838e-05,0.00014157591622450798,1.8312641567598963e-08,1.520175981787724e-05,5.647608817255015e-10,1.7276980059679993e-09,1,7.268498977869141e-21
39,1.0,1e-08,1.5016440400124566e-05,0.00014138831093975042,1.807031490326287e-08,1.4998370085221303e-05,5.610407922101461e-10,1.6818961805415734e-09,1,6.297554421568535e-21
40,1.0,1e-08,1.4815694306072773e-05,0.00014120365617141862,1.7831400613708608e-08,1.4797862905459065e-05,5.569703969747555e-10,1.6373526000068887e-09,1,6.950992882472543e-21
41,1.0,1e-08,1.4617780520504253e-05,0.00014102189039675979,1.7595832639658523e-08,1.4600184687864595e-05,5.525777247281768e-10,1.5940198586403926e-09,1,6.812056007924357e-21
42,1.0,1e-08,1.4422647575753983e-05,0.00014084295455232953,1.736354793105151e-08,1.4405284027822932e-05,5.478891704208852e-10,1.5518665900937645e-09,1,9.944948147278406e-21
43,1.0,1e-08,1.4230245995567235e-05,0.00014066679183013104,1.7134486322195755e-08,1.4213111509245039e-05,5.429295968156947e-10,1.5108468012098048e-09,1,9.449495080006425e-21
44,1.0,1e-08,1.4040528121930302e-05,0.0001404933474983289,1.690858982060677e-08,1.4023619532109695e-05,5.377224271906933e-10,1.470922723548337e-09,1,7.045304465720159e-21
45,1.0,1e-08,1.3853447964045013e-05,0.0001403225687438805,1.6685802755989357e-08,1.3836762161289024e-05,5.322897303780669e-10,1.432091527775372e-09,1,6.432153122760122e-21
46,1.0,1e-08,1.3668961065277921e-05,0.0001401544045333042,1.646607163941022e-08,1.3652494993638511e-05,5.266522991037215e-10,1.3942860295685679e-09,1,6.538950809162205e-21
47,1.0,1e-08,1.3487024385508288e-05,0.00013998880548884431,1.6249344786185835e-08,1.3470775040722101e-05,5.208297224481059e-10,1.3575067708121707e-09,1,4.740150757563588e-21
48,1.0,1e-08,1.330759619704702e-05,0.00013982572377817533,1.6035572108703753e-08,1.3291560624938315e-05,5.148404530984744e-10,1.3217122753656245e-09,1,8.040032511792732e-21
49,1.0,1e-08,1.3130635992630896e-05,0.00013966511301619262,1.5824705376347134e-08,1.3114811287254548e-05,5.087018699582925e-10,1.2868721646701027e-09,1,8.388084544718837e-21
50,1.0,1e-08,1.2956104402668776e-05,0.00013950692817636277,1.5616697662942035e-08,1.2940487705005834e-05,5.024303365968234e-10,1.252966363461997e-09,1,5.739993214340378e-21
51,1.0,1e-08,1.2783963121894398e-05,0.00013935112551122336,1.5411503499809055e-08,1.2768551618394588e-05,4.960412559462792e-10,1.219955848906322e-09,1,6.032450038288119e-21
52,1.0,1e-08,1.2614174843217849e-05,0.000139197662480421,1.5209078614866275e-08,1.2598965764602982e-05,4.8954912159943e-10,1.1878338050577003e-09,1,8.546575442427006e-21
53,1.0,1e-08,1.2446703198636011e-05,0.00013904649768582033,1.5009380112949466e-08,1.2431693818523062e-05,4.829675660046768e-10,1.1565692959689686e-09,1,5.699107066622462e-21
54,1.0,1e-08,1.2281512705394143e-05,0.0001388975908119517,1.4812366030792453e-08,1.2266700339363351e-05,4.76309405825347e-10,1.1261427783403142e-09,1,9.309988307305704e-21
55,1.0,1e-08,1.2118568717946416e-05,0.00013875090257233868,1.4617995652457259e-08,1.2103950722293959e-05,4.695866846943686e-10,1.0965134135691636e-09,1,5.091062690348984e-21
56,1.0,1e-08,1.1957837383774866e-05,0.00013860639465990065,1.4426229106368907e-08,1.1943411154668497e-05,4.628107135625373e-10,1.0676781389876676e-09,1,5.23045848464087e-21
57,1.0,1e-08,1.1799285603714223e-05,0.00013846402970184773,1.4237027550884054e-08,1.178504857616334e-05,4.559921088197589e-10,1.0396046957458294e-09,1,8.364907835907533e-21
58,1.0,1e-08,1.1642880995533354e-05,0.00013832377121799502,1.405035303337939e-08,1.1628830642499974e-05,4.4914082835245096e-10,1.0122769226583034e-09,1,4.189067603787329e-21
59,1.0,1e-08,1.1488591860649645e-05,0.00013818558358236384,1.3866168401020808e-08,1.1474725692248624e-05,4.4226620567361217e-10,9.856775107626664e-10,1,7.820943006565287e-21
60,1.0,1e-08,1.133638715381337e-05,0.0001380494319878205,1.368443738639138e-08,1.1322702716426978e-05,4.353769822578721e-10,9.597798450910935e-10,1,5.963156322265273e-21
61,1.0,1e-08,1.1186236455048964e-05,0.00013791528241304847,1.3505124453438722e-08,1.1172731330595525e-05,4.2848133819299777e-10,9.345627177952814e-10,1,6.292114498504626e-21
62,1.0,1e-08,1.1038109943942122e-05,0.0001377831015921266,1.3328194784370703e-08,1.1024781749157751e-05,4.2158692125919923e-10,9.100140481525234e-10,1,5.534792064690514e-21
63,1.0,1e-08,1.0891978375795037e-05,0.00013765285698590654,1.315361415485065e-08,1.0878824761640187e-05,4.1470087452325233e-10,8.861220501127105e-10,1,3.937309707060314e-21
64,1.0,1e-08,1.0747813060087226e-05,0.00013752451675588895,1.2981349338188925e-08,1.0734831710749036e-05,4.0782986254070073e-10,8.628539258553935e-10,1,7.157145618835681e-21
65,1.0,1e-08,1.0605585839416969e-05,0.0001373980497388452,1.2811367344943424e-08,1.0592774472072026e-05,4.0098009624608075e-10,8.402104953220179e-10,1,4.316932198123134e-21
66,1.0,1e-08,1.0465269071337723e-05,0.0001372734254240633,1.2643636176653666e-08,1.045262543516107e-05,3.941573566019862e-10,8.181575123064524e-10,1,7.731045425444714e-21
67,1.0,1e-08,1.0326835610079004e-05,0.0001371506139310687,1.2478124104509657e-08,1.0314357485974494e-05,3.873670170787988e-10,7.966824130468172e-10,1,4.804030257526572e-21
68,1.0,1e-08,1.0190258790681927e-05,0.0001370295859894137,1.2314800226454065e-08,1.0177943990455473e-05,3.806140650264722e-10,7.757750404254523e-10,1,6.440731282545589e-21
69,1.0,1e-08,1.0055512413193634e-05,0.00013691031291901152,1.2153633975626354e-08,1.0043358779218008e-05,3.7390312199702634e-10,7.554357194997216e-10,1,4.827207269758983e-21
70,1.0,1e-08,9.922570728686122e-06,0.00013679276661209095,1.1994595535067014e-08,9.910576133151056e-06,3.672384630748079e-10,7.356106423864542e-10,1,6.949973987964285e-21
71,1.0,1e-08,9.791408425478765e-06,0.0001366769195156998,1.183765549367858e-08,9.779570769985087e-06,3.606240352626109e-10,7.16326264472468e-10,1,4.078329719569022e-21
72,1.0,1e-08,9.662000616426875e-06,0.00013656274461523827,1.1682784846018945e-08,9.650317831580857e-06,3.540634749770934e-10,6.975348272077186e-10,1,7.426547900721217e-21
73,1.0,1e-08,9.534322827355106e-06,0.00013645021541918443,1.1529955358504849e-08,9.522792871996602e-06,3.475601246912167e-10,6.792533466438598e-10,1,8.27802892551221e-21
74,1.0,1e-08,9.40835098515388e-06,0.0001363393059438765,1.1379138918083967e-08,9.396971846235795e-06,3.4111704877100275e-10,6.614332154767288e-10,1,4.498978307443974e-21
75,1.0,1e-08,9.28406140762019e-06,0.00013622999069965157,1.1230308050105614e-08,9.272831099570085e-06,3.3473704854707433e-10,6.441042211039177e-10,1,3.54219138042632e-21
76,1.0,1e-08,9.16143079325446e-06,0.00013612224467751408,1.1083435797231794e-08,9.150347357457228e-06,3.284226766551593e-10,6.272216740129191e-10,1,5.569579243939629e-21
77,1.0,1e-08,9.040436211469208e-06,0.00013601604333601038,1.093849548620169e-08,9.029497715983007e-06,3.2217625068130774e-10,6.1078022269023e-10,1,3.293561443611531e-21
78,1.0,1e-08,8.921055093652738e-06,0.0001359113625891286,1.0795460897283764e-08,8.910259632755454e-06,3.1599986615125226e-10,5.947776726971006e-10,1,3.163097388381534e-21
79,1.0,1e-08,8.803265224560554e-06,0.00013580817879464663,1.065430630521889e-08,8.792610918255335e-06,3.0989540888444733e-10,5.791874539516758e-10,1,2.663084463410207e-21
80,1.0,1e-08,8.687044733840367e-06,0.00013570646874267107,1.0515006239067597e-08,8.6765297276013e-06,3.038645667553033e-10,5.640108883403494e-10,1,5.349408256486535e-21
81,1.0,1e-08,8.572372088432184e-06,0.00013560620964508816,1.037753576979288e-08,8.561994552662392e-06,2.979088408792046e-10,5.492352822544788e-10,1,3.47468740203383e-21
82,1.0,1e-08,8.45922608487152e-06,0.00013550737912511047,1.0241870313616634e-08,8.448984214557904e-06,2.920295562583086e-10,5.348463737056639e-10,1,4.1961248278047545e-21
83,1.0,1e-08,8.3475858419646e-06,0.0001354099552071645,1.0107985508458399e-08,8.337477856456141e-06,2.8622787190860173e-10,5.208343873102771e-10,1,4.87930342106151e-21
84,1.0,1e-08,8.237430794194363e-06,0.0001353139163076252,9.975857529938914e-09,8.227454936664425e-06,2.805047904905236e-10,5.072021329273263e-10,1,2.97279496036876e-21
85,1.0,1e-08,8.12874068490342e-06,0.00013521924122544143,9.845462877440446e-09,8.11889522202598e-06,2.7486116747356936e-10,4.939179672761506e-10,1,2.94878029928187e-21
86,1.0,1e-08,8.021495559879487e-06,0.00013512590913316382,9.716778306390092e-09,8.011778781573098e-06,2.692977198486696e-10,4.809758348301189e-10,1,6.185507508217997e-21
87,1.0,1e-08,7.915675761488406e-06,0.00013503389956866403,9.589781094936468e-09,7.90608598039347e-06,2.6381503441469076e-10,4.683864207675591e-10,1,4.830112561278017e-21
88,1.0,1e-08,7.811261922339588e-06,0.00013494319242644582,9.46444856502822e-09,7.80179747377456e-06,2.584135756557933e-10,4.5611982710225783e-10,1,3.356363826281893e-21
89,1.0,1e-08,7.708234960190938e-06,0.00013485376795011514,9.340758696733259e-09,7.698894201494205e-06,2.530936932310824e-10,4.4417153932478897e-10,1,2.6316646946360854e-21
90,1.0,1e-08,7.6065760718965686e-06,0.00013476560672428593,9.21868950130351e-09,7.5973573823952655e-06,2.4785562909228517e-10,4.32547877764612e-10,1,2.958399635670344e-21
91,1.0,1e-08,7.506266728574734e-06,0.00013467868966736605,9.098219512329921e-09,7.497168509062404e-06,2.4269952424789203e-10,4.212283063179849e-10,1,3.322587154860574e-21
92,1.0,1e-08,7.407288670163606e-06,0.00013459299802416443,8.979327424711874e-09,7.398309342738894e-06,2.376254251906524e-10,4.101954017069181e-10,1,2.755264151847945e-21
93,1.0,1e-08,7.309623900726307e-06,0.00013450851335902,8.861992355550511e-09,7.300761908370756e-06,2.3263329000180207e-10,3.9946404689660594e-10,1,3.077637969850992e-21
94,1.0,1e-08,7.213254683472659e-06,0.00013442521754891795,8.746193639301731e-09,7.204508489833357e-06,2.277229941500556e-10,3.8900228317131826e-10,1,3.707982585887467e-21
95,1.0,1e-08,7.118163536236864e-06,0.0001343430927769759,8.631910954602995e-09,7.109531625282261e-06,2.2289433599607644e-10,3.7881680034306236e-10,1,2.848166760604196e-21
96,1.0,1e-08,7.0243332268583585e-06,0.00013426212152598793,8.519124185686859e-09,7.0158141026726716e-06,2.181470420204827e-10,3.6891114111019946e-10,1,3.8626994914563185e-21
97,1.0,1e-08,6.931746768867947e-06,0.00013418228657224803,8.407813506566257e-09,6.923338955361381e-06,2.134807717823432e-10,3.592489697379613e-10,1,3.569587854678856e-21
98,1.0,1e-08,6.840387417450576e-06,0.0001341035709797253,8.297959560197533e-09,6.8320894578903786e-06,2.0889512262570543e-10,3.4984753786158115e-10,1,2.8269883715494176e-21
99,1.0,1e-08,6.7502386648581696e-06,0.00013402595809387918,8.18954298812504e-09,6.742049121870045e-06,2.0438963414391427e-10,3.406943012754758e-10,1,3.181075474993937e-21
100,1.0,1e-08,6.661284236725094e-06,0.00013394943153616738,8.08254478097312e-09,6.653201691944121e-06,1.9996379241312615e-10,3.3177593402363825e-10,1,2.6042204910888463e-21
101,1.0,1e-08,6.573508088234434e-06,0.00013387397519862732,7.97694634113205e-09,6.5655311418933016e-06,1.9561703400492382e-10,3.230946958815515e-10,1,3.0076478459345498e-21
102,1.0,1e-08,6.486894399966553e-06,0.0001337995732382397,7.872729117462038e-09,6.4790216708490906e-06,1.9134874978864125e-10,3.1465242432795245e-10,1,2.3070950218396517e-21
103,1.0,1e-08,6.401427574527065e-06,0.00013372621007194164,7.769874958457234e-09,6.3936576995686076e-06,1.8715828853613093e-10,3.064103489301218e-10,1,3.3596405898817375e-21
104,1.0,1e-08,6.317092232761347e-06,0.00013365387037139428,7.668365923677458e-09,6.309423866837669e-06,1.830449603323359e-10,2.984008633043862e-10,1,3.2592023641127832e-21
105,1.0,1e-08,6.233873210203481e-06,0.00013358253905804127,7.568184262381106e-09,6.226305025941099e-06,1.7900803980759982e-10,2.9059718290014823e-10,1,3.801709206981604e-21
106,1.0,1e-08,6.1517555537726e-06,0.00013351220129831495,7.469312555235977e-09,6.144286241217364e-06,1.750467691920945e-10,2.829942094599797e-10,1,3.851210941522901e-21
107,1.0,1e-08,6.070724518220634e-06,0.00013344284249887248,7.3717335095853475e-09,6.063352784711049e-06,1.711603612106562e-10,2.755931488741944e-10,1,2.5554178270111167e-21
108,1.0,1e-08,5.990765563092499e-06,0.00013337444830211398,7.27543020883162e-09,5.983490132883668e-06,1.6734800181467674e-10,2.68383784421118e-10,1,2.8038805417318115e-21
109,1.0,1e-08,5.911864349236423e-06,0.0001333070045815656,7.18038582596362e-09,5.904683963410459e-06,1.6360885276938956e-10,2.613583758730208e-10,1,2.912067590174395e-21
110,1.0,1e-08,5.834006735884355e-06,0.0001332404974375901,7.086583837429131e-09,5.826920152046926e-06,1.5994205409256043e-10,2.54524218297773e-10,1,3.368926380350031e-21
111,1.0,1e-08,5.757178777503844e-06,0.00013317491319316793,6.9940079462679725e-09,5.750184769557576e-06,1.5634672636273252e-10,2.478723123158994e-10,1,2.6373861553906204e-21
112,1.0,1e-08,5.681366720725662e-06,0.00013311023838960382,6.902642006566312e-09,5.674464078719096e-06,1.5282197289388065e-10,2.4138922592286793e-10,1,3.772118183957883e-21
113,1.0,1e-08,5.606557001615867e-06,0.00013304645978270304,6.812470246312145e-09,5.599744531369554e-06,1.493668817872381e-10,2.350681461413045e-10,1,2.2881682755514895e-21
114,1.0,1e-08,5.5327362424396384e-06,0.00013298356433847418,6.723476872950314e-09,5.5260127655666885e-06,1.459805278685846e-10,2.289171895119603e-10,1,1.6335658221775234e-21
115,1.0,1e-08,5.459891249181936e-06,0.0001329215392295491,6.635646458240105e-09,5.453255602723696e-06,1.4266197450940625e-10,2.2294141309258091e-10,1,1.88683192027646e-21
116,1.0,1e-08,5.388009008719419e-06,0.00013286037183136957,6.5489638434087665e-09,5.38146004487601e-06,1.3941027534387498e-10,2.1710371770743836e-10,1,4.008386888388334e-21
117,1.0,1e-08,5.317076685881068e-06,0.00013280004971830554,6.4634139007090155e-09,5.3106132719803585e-06,1.3622447588480954e-10,2.1142608109679835e-10,1,2.1467378317318696e-21
118,1.0,1e-08,5.247081621012145e-06,0.00013274056066017278,6.378981766131236e-09,5.2407026392460135e-06,1.3310361504198038e-10,2.0589679977254735e-10,1,3.4001862673024795e-21
119,1.0,1e-08,5.109853488473562e-06,0.00013262403374435344,6.213412651179731e-09,5.103640075822383e-06,1.2705284030494918e-10,1.9527220136282986e-10,1,3.3867222904459366e-21
